,0.1,0.2,0.3
0,3811.749267578125,7779.791951497396,-1157.1963340799998
1,3043.8993326822915,6590.910349527996,-1155.1888952366667
2,2996.8668619791665,6228.3962565104175,-1143.2408980733335
3,2874.731038411458,6112.9663228352865,-1191.5386819066666
4,2981.252197265625,6351.14448038737,-1156.1565644933332
5,2840.4785156250005,5773.378926595052,-1194.4486651533334
6,2940.279541015625,6023.473543294272,-1130.90271804
7,2505.440511067708,5342.230179850261,-1184.7294383333333
8,2890.8779296875,5752.87108968099,-1210.8786886133335
9,2900.03955078125,5847.938948567708,-1177.78818723
10,2683.716389973958,5428.806966145833,-1161.9985610733333
11,2418.9993489583335,5109.193636067708,-1171.9033585099999
12,2411.881673177084,5093.274676513673,-1171.00391943
13,2448.5614420572915,4963.991833496094,-1151.1454569933335
14,2301.635986328125,4793.97096455892,-1145.6362313066668
15,2383.943033854167,4720.905075073243,-1142.10386862
16,2110.546875,4486.286867268881,-1143.8759410666667
17,2101.2066243489585,4409.889707438151,-1181.1064922366668
18,2272.582356770833,4584.127657063802,-1141.7011095399998
19,1977.427897135417,4238.397764078776,-1106.33101029
20,1861.059529622396,3876.2223632812506,-1100.1728579333335
21,1765.416259765625,3662.7947753906255,-1128.6825286066667
22,1938.581258138021,3907.9314066569004,-1166.2770668
23,1923.721028645833,3981.508223470052,-1137.0197941933334
