,0.1,0.2,0.3
0,1381.4560791015624,4944.126494293213,-1173.631631782
1,1030.605480957031,3577.306104248047,-1161.510460046
2,755.3588989257812,2639.789707000732,-1112.334004018
3,430.1153198242187,1725.6974202728268,-1168.8032206359999
4,379.26133422851564,1456.3789385528564,-1134.295797158
5,168.23682861328126,842.3283643836974,-1133.917218256
6,110.33671874999999,477.72234905052187,-1073.8692133700001
7,91.65580444335939,274.8585654325485,-1057.3086789660001
8,64.8996810913086,212.8849209375381,-1030.1735407639999
9,60.41609268188476,155.22825836753847,-930.5194212739999
10,46.29820861816406,104.25756024885177,-847.213509224
11,43.244572448730466,102.59550761556625,-759.4508117600001
12,48.40953369140625,107.07491375303269,-642.685131534
13,59.399966430664065,121.23111708259583,-463.73507958
14,67.16554183959961,142.81789453697206,-292.20946883199997
15,51.52730636596681,110.82017717075348,-222.05281831400004
16,18.674333572387695,49.246553187847155,-191.266895962
17,11.022311401367187,26.13304765725136,-197.964178322
18,7.608220005035401,17.707533938109876,-184.404416598
19,5.31734824180603,12.55159841877222,-156.81610123200002
20,4.433263683319092,9.633563708245754,-159.311253502
21,2.667582368850708,7.330486595347524,-154.463113398
22,4.087334632873535,7.454890548184515,-163.410715538
23,2.9725919723510743,4.697786578893662,-157.40486903
