,0.1,0.2,0.3
0,3066.951090494791,6186.483117675782,-1155.2224577566667
1,2502.310628255208,5340.332838948569,-1165.87344908
2,2528.7303873697915,5178.977274576822,-1149.9015535066667
3,2442.563069661458,5085.113454182943,-1199.1901616
4,2507.648600260417,5277.010573323568,-1156.8608377566666
5,2321.3502604166665,4761.899697875977,-1197.2968512566667
6,2403.099690755208,4880.461718750001,-1138.3899898133334
7,2047.392333984375,4367.187156168619,-1172.6211810766665
8,2288.1351725260415,4535.399268595378,-1209.5784658833334
9,2359.4097493489585,4686.456991577149,-1173.5660840633336
10,2185.6859537760415,4322.153016153971,-1171.4727891
11,2034.3792317708335,4184.678213500976,-1172.3264056666667
12,1966.4806315104165,4094.3239278157553,-1170.5158861300001
13,1967.577596028646,4015.469807942708,-1151.5105547366668
14,1881.6677652994795,3858.415665690104,-1149.3948559133335
15,1964.6134033203125,3856.9281402587894,-1158.3555614733332
16,1785.1767578125,3746.8470479329426,-1147.8303992266665
17,1708.974324544271,3599.1121287028,-1198.5124649733334
18,1938.1492919921875,3850.8353820800785,-1144.1026886733334
19,1625.0726318359375,3463.8747283935554,-1121.9968210333332
20,1598.7897542317705,3273.457695515951,-1114.81439486
21,1496.3792317708333,3097.657683308919,-1149.26871936
22,1675.333251953125,3354.6331899007164,-1180.92670623
23,1667.9537353515627,3387.0533213297526,-1136.9461753066666
