,0.1,0.2,0.3
0,3940.201578776042,7886.143316650392,-1157.479282073333
1,3279.840250651042,6858.983618164062,-1157.2568735633336
2,3329.8076985677085,6673.472467041016,-1136.2873794833336
3,3216.573404947917,6590.735091145834,-1201.6892401200002
4,3406.7099609375,7113.748848470052,-1161.7866163866665
5,3251.307373046875,6566.379758707682,-1194.1414787366666
6,3365.658772786458,6741.522725423178,-1135.34924464
7,2957.05419921875,6155.3718424479175,-1174.23262364
8,3285.302652994792,6467.291518147786,-1220.7600116633332
9,3442.819417317708,6817.625787353516,-1173.3374035833335
10,3131.533447265625,6226.5873881022135,-1164.3830006
11,2949.3123372395835,6079.13862101237,-1183.6622567966665
12,2970.902994791666,6158.397275797526,-1175.2203433833336
13,3080.0460611979165,6042.531823730469,-1148.3213535666664
14,2855.707926432291,5797.349267578125,-1133.6038368933334
15,2947.467122395833,5714.588934326172,-1159.3343061933333
16,2808.080240885417,5776.43047281901,-1147.45513489
17,2747.721435546875,5607.515116373698,-1199.9429003533332
18,3103.04541015625,6076.8207010904935,-1150.4714655933333
19,2670.045572916667,5588.095786539713,-1110.4183913333334
20,2583.097819010417,5178.444368489583,-1126.8778372466666
21,2554.2705891927085,5178.642732747396,-1137.8184570833332
22,2727.043131510416,5394.86738688151,-1186.9440081633334
23,2895.2462565104165,5688.189829508463,-1148.93448077
