,0.1,0.2,0.3
0,7.487464714050294,60.46886366565227,-111.02633034305853
1,2.868105494976044,9.710255149075389,-110.30396402911714
2,2.2781800627708435,5.1013207716256375,-109.295224972
3,0.9557392656803129,2.469101926274225,-107.64202983000001
4,0.5992900788784027,1.561658483174071,-105.7163371
5,0.6135807901620864,1.9687569333743307,-102.71662510600001
6,0.40480658411979653,0.9597112491969018,-99.14538926200001
7,0.04637984558939924,0.26991068184468875,-94.89593322800002
8,0.5008576296269892,0.3991941450934855,-89.67520745599998
9,0.2033026866614818,0.5838399248119444,-85.037609186
10,0.0821736223995683,0.4984898800406602,-80.61444906
11,0.12601591944694485,0.32525254592895486,-74.108870314
12,0.028637885674834142,0.13228391309492277,-68.009132256
13,0.16069719940423952,0.14341140011548978,-62.298288404
14,0.1212289839982984,0.14154609359670406,-55.61877452
15,0.08819796182215198,0.24602328390702594,-46.50185164199999
16,0.02728571407496914,0.13403509720526618,-37.868606032
17,0.10447195768356302,0.23331535177566087,-29.316072598
18,0.03721612840890872,0.22351664875335978,-19.124177258
19,0.2514985382556914,0.37535780928395673,-9.051827036
20,0.08160981237888312,0.2905780835960058,1.5441778260000012
21,0.20645366311073285,0.4195900814857333,12.348650274000002
22,0.060820247232913696,0.17594790352098624,23.416448279999997
23,0.08078017085790612,0.4722319599796085,35.4599164
