,0.1,0.2,0.3
0,5136.349934895833,10309.939526367189,-1157.0268977133333
1,4245.861002604167,8904.182666015624,-1152.0327314233332
2,4219.3955078125,8551.05375366211,-1134.06147879
3,4130.010579427083,8515.574216715495,-1198.7249232566664
4,4382.23193359375,9230.756451416015,-1154.9026747733333
5,4162.107421875,8402.252256266276,-1187.3416368266667
6,4290.988118489584,8712.354825846352,-1126.7448267866666
7,3731.9842936197915,7909.496329752605,-1176.5537502533334
8,4351.4541015625,8558.23768717448,-1210.17711869
9,4497.315266927083,8937.574412027994,-1169.6973019633335
10,4201.769124348958,8310.694449869792,-1173.0602891500002
11,4023.089518229167,8277.530637613932,-1183.24994182
12,4062.263916015625,8333.554482014973,-1157.1234060866666
13,3957.344482421875,7945.006569417317,-1145.1209252100002
14,3847.281087239583,7838.526818847657,-1129.43907744
15,3992.003824869792,7742.349637858072,-1155.842745806667
16,3781.292724609375,7860.469077555339,-1137.3134050633332
17,3576.078694661459,7551.930497233073,-1188.2999483833332
18,4114.087483723959,8153.3804382324215,-1140.2127704633333
19,3603.224853515625,7546.20229288737,-1119.3035220533334
20,3586.290283203125,7261.591274007162,-1120.6810051966665
21,3538.170735677083,7139.512050374349,-1132.4761478266666
22,3782.01513671875,7432.429420979819,-1180.0243906966666
23,3951.866292317709,7813.213267008464,-1134.81818847
