-88.34921110000002,81.073832322593
-399.07174770000006,225.68222150023797
-522.768991,238.7563176410333
-1022.6871099,342.4688527265309

-193.43175309999998,117.31906450774422
-372.2082044,300.7684715394239
-226.38240239999996,207.77672035240346
-980.2175582000002,330.6735408211426

-184.95737259999999,126.06059787441133
-308.68329439999997,208.49667445522007
-229.28284739999998,180.89749901139282
-979.9453105,330.0586817354773

-182.0870142,94.45297622572511
-160.4632604,102.36671047273101
-685.1149499,231.87042023990142
-1119.7039944,33.49081395712558

-180.35179,115.7562861715392
-265.7912872,188.90958465782344
-316.8555719,109.75247903001518
-990.6508099999999,333.43070917897404

