,0.1,0.2,0.3
0,3.1326636314392093,13.372904076445103,-200.0
1,1.672633171081543,6.952455959010124,-200.0
2,0.8832603812217713,3.148883861541748,-200.0
3,0.5032641589641569,1.464664100052416,-200.0
4,0.2722474217414853,0.7347487866051494,-200.0
5,0.1484696149826048,0.35336627036184054,-200.0
6,0.07947043851017935,0.18537702807523293,-200.0
7,0.03562355563044528,0.1020503705216569,-200.0
8,0.01957188993692374,0.05952815558006962,-200.0
9,0.013363040238618621,0.03146229416872352,-200.0
10,0.00500114569440448,0.016647585553419518,-200.0
11,0.0034194653388111597,0.01270828106411466,-200.0
12,-0.0005209418479354801,0.00574378244595706,-200.0
13,-0.00060539664700628,0.0045444050334945,-199.872
14,0.01108364524552582,0.08895645084325499,-198.752
15,0.11270673754625005,0.4803082227901131,-196.17399999999998
16,0.25523919763509173,0.8916441903037349,-194.706
17,0.3978005049400962,0.8753097201376909,-193.164
18,0.2570339015088393,0.6651814314759548,-190.172
19,0.286827604845166,0.6503838780809439,-189.36
20,0.2244752845901528,0.5491421658840112,-186.33800000000002
21,0.22392094910610466,0.49409831981887475,-185.164
22,0.26806235543917856,0.5867382425652883,-182.524
23,0.24239534314256148,0.4685611072706119,-179.744
