,0.1,0.2,0.3
0,3.174199533462524,13.372655640351772,-200.0
1,1.613102173805237,6.9915507522940645,-200.0
2,0.9558386683464051,3.1577815099477773,-200.0
3,0.5055391430854796,1.4810438296720385,-200.0
4,0.25089493393897994,0.74517760277614,-200.0
5,0.1494660735130308,0.35746399522125705,-200.0
6,0.06804490014910672,0.1853213528238235,-200.0
7,0.03934155441820606,0.10250439151888686,-200.0
8,0.02726838458329422,0.07029312246441824,-200.0
9,0.01731145307421672,0.032746543687768095,-200.0
10,0.01290517924353456,0.03612600714450212,-199.844
11,0.10398632143624136,0.16440200978612965,-199.596
12,0.0640708095161244,0.29974655172864995,-198.64600000000002
13,0.15071405668277277,0.6517607243184463,-197.172
14,0.2378041411750021,0.595880935667122,-195.406
15,0.17239992722170444,0.3892504561239371,-194.07
16,0.18682275261089656,0.4905749227879538,-192.28
17,0.3415238388581199,1.0403999095871017,-188.952
18,0.2522345309145748,0.9979200144499136,-187.15800000000002
19,0.39179823624435794,0.9354763059997563,-184.688
20,0.3394775280670728,0.874682108214495,-180.322
21,0.35106691787950683,0.9409686551593697,-175.65
22,0.5351046690484508,0.9267165167468745,-172.016
23,0.3662647195393216,0.9063114998464714,-168.004
