,0.1,0.2,0.3
0,3792.274169921875,7745.676135253906,-1149.1537595949999
1,3023.3076171875,6494.672500610352,-1143.9044047400002
2,2960.6217041015625,6098.196115112305,-1147.767191895
3,2917.0772705078125,6179.494012451172,-1203.333447125
4,2968.585693359375,6489.305718994141,-1154.795168275
5,2872.857177734375,5762.182641601563,-1178.99790581
6,2888.0006103515625,5846.971136474609,-1127.69936446
7,2460.6806640625,5307.334725952149,-1189.406894935
8,2960.74365234375,5796.258706665039,-1227.214243885
9,2980.0205078125,6016.7775390625,-1180.006861375
10,2712.953125,5450.719244384765,-1154.9168680549997
11,2395.880859375,5048.80114440918,-1160.3351436149997
12,2382.783447265625,4987.853359985352,-1187.698297675
13,2568.04931640625,5133.472137451172,-1152.0221685000001
14,2339.6021728515625,4771.996577453614,-1129.393625565
15,2314.32763671875,4543.889349365234,-1147.6045942350001
16,2095.805908203125,4491.6215896606445,-1126.8882817649999
17,1937.2786254882812,4234.223043823242,-1167.258036055
18,2207.8785400390625,4470.087226867676,-1134.2299592250001
19,1929.4883422851562,4157.5159713745115,-1105.4423935749999
20,1837.7112426757812,3880.076359558105,-1076.763907425
21,1634.789306640625,3467.2098281860353,-1122.5891552850003
22,1902.2393188476562,3828.788948059082,-1145.57900749
23,1912.1842651367188,3804.4210708618166,-1125.6916849
