,0.1,0.2,0.3
0,1436.758642578125,4944.004394042969,-1171.559602666
1,1071.6756958007813,3562.8079607543946,-1173.436858926
2,747.6739257812501,2710.4497117614746,-1116.465343506
3,428.6919250488282,1746.991715919495,-1162.3061151580002
4,353.36163330078125,1438.9931961517332,-1132.135847242
5,179.3643035888672,829.329843585968,-1139.8116832100002
6,100.32560424804689,482.3132442855835,-1079.042336768
7,87.63315887451172,282.6080106506348,-1058.966138584
8,68.67567520141601,208.47474304485323,-1037.457003206
9,57.3142578125,154.98137441062931,-929.390227002
10,46.24779663085937,108.62513961696624,-851.901943154
11,41.47190856933594,95.34718991899491,-758.0470583519999
12,49.59085388183594,106.22835919094086,-635.723621914
13,57.284993743896486,124.97051060295104,-458.84279955
14,67.73533859252929,144.16829163455964,-294.295180484
15,54.108306121826175,109.99208692646027,-222.577889854
16,20.10224666595459,49.08320949983597,-185.58309027399997
17,10.390313148498537,26.7494901664257,-195.729708372
18,8.75163402557373,18.175995167791843,-184.32244361600002
19,6.060355710983277,13.049085680365563,-154.356139394
20,3.9487711429595946,9.121046245843171,-156.936057544
21,2.87393434047699,7.207001766428353,-152.898383806
22,3.4843291997909542,7.404612545073032,-162.335347918
23,1.5632526159286497,4.731473862998188,-154.647486168
